event_id,ts,symbol,price,volume
730a5e5e-50f3-4c9a-b595-0c68092aa25b,2026-02-11T12:41:06+00:00,BTCUSDT,57972.691703,1.474284
3663ec86-41ca-4c55-9954-e7071f3bc370,2026-02-11T12:36:50+00:00,ETHUSDT,5520.567378,4.324871
0ba5c426-0f18-4d83-aa1f-b84901fb9fbd,2026-02-11T12:36:07+00:00,ETHUSDT,5523.68955,2.891635
8e90b368-b816-4cce-8bea-2b48ffb3c253,2026-02-11T12:30:07+00:00,XRPUSDT,12314.158553,1.796508
02fed489-bce6-4ec0-a000-8029cfeaa74d,2026-02-11T12:20:27+00:00,XRPUSDT,12265.423906,3.441556
ce7337c1-0763-40b3-a425-6c124c212445,2026-02-11T12:14:52+00:00,XRPUSDT,12290.890804,2.246032
0b83e9cf-1826-4536-b160-d5c9aeeee3f8,2026-02-11T12:42:57+00:00,XRPUSDT,12282.258416,1.117462
3c6a3de9-ab84-4f21-b7aa-7aa43ad58677,2026-02-11T12:54:14+00:00,ETHUSDT,5558.066912,0.0
92f952d9-6fe1-4690-9aa2-40d6069bc0be,2026-02-11T12:49:37+00:00,BTCUSDT,58070.573647,0.81228
cbd8c343-13c5-40c0-b970-070515093a8b,2026-02-11T12:02:56+00:00,ETHUSDT,5498.251154,3.233196
be7f135e-9f5f-4635-8f10-f3b94aa20794,2026-02-11T12:29:13+00:00,XRPUSDT,12282.944839,0.578851
7e45ed4c-fe5c-4de1-9eb3-139453469531,2026-02-11T12:08:31+00:00,SOLUSDT,38587.260165,2.573467
ca334cfc-de2b-4ab9-b2f6-10b4440ebb06,2026-02-11T12:25:55+00:00,ETHUSDT,5514.804661,3.351451
949a73b0-d1fb-475d-9d47-360d6e5d6dca,2026-02-11T12:15:00+00:00,BTCUSDT,57859.901461,2.087196
a2ac8db8-5ab9-417c-9db9-47139d1b7467,2026-02-11T12:48:21+00:00,BTCUSDT,57921.06905,1.421902
b503dccc-63bc-476d-a3f1-ba7be3f42e8c,2026-02-11T12:07:58+00:00,BTCUSDT,57672.095452,1.018707
a01e956b-f2fe-42c2-95bf-d3e936d950af,2026-02-11T12:06:14+00:00,XRPUSDT,12362.589333,2.182899
