event_id,ts,symbol,price,volume
1503d3bd-9f00-4f3f-9120-9b4e340afaad,2026-02-11T11:41:06+00:00,SOLUSDT,58547.579156,1.563909
a1ddde9d-e99d-4a16-afe1-618a08d07f81,2026-02-11T11:36:50+00:00,BTCUSDT,32828.517814,3.877784
24b4d3ee-9912-4f57-bbec-c2dfc6247f72,2026-02-11T11:36:07+00:00,XRPUSDT,35433.16101,1.138836
e29096ca-f38b-48cc-acfe-2a8908a5710d,2026-02-11T11:30:07+00:00,BTCUSDT,32859.389172,4.698321
8b99f825-743d-4dd7-95c0-12079aad8c07,2026-02-11T11:20:27+00:00,ETHUSDT,7498.226343,1.770375
b96a9970-a99c-45da-8026-37ac8a6dd0e8,2026-02-11T11:14:52+00:00,XRPUSDT,35388.441837,2.468565
d15b043d-d1c9-438b-87de-238e53df9dbb,2026-02-11T11:42:57+00:00,SOLUSDT,58590.723177,3.356045
03ec0743-356c-4aa4-866c-07f38fd74667,2026-02-11T11:54:14+00:00,ETHUSDT,7480.261855,2.66951
fb5ed88b-3795-4571-9f60-22529bf581cb,2026-02-11T11:49:37+00:00,SOLUSDT,58470.928959,1.165924
d4ece21d-1fec-48a6-bdd0-b4f90fab1f4f,2026-02-11T11:02:56+00:00,ETHUSDT,7494.566371,2.888317
1d798210-489c-486d-81b1-a7aec48b93d7,2026-02-11T11:29:13+00:00,BTCUSDT,32821.061976,2.505412
538f998f-c010-4a60-bcd6-a59101d278d0,2026-02-11T11:08:31+00:00,XRPUSDT,35345.268588,3.839509
bba3c3a3-6926-4348-90e6-0ec5e474a97e,2026-02-11T11:25:55+00:00,SOLUSDT,58717.888051,3.356484
6d58787c-c380-4391-a1ec-2e99bbe7ada3,2026-02-11T11:15:00+00:00,BTCUSDT,32919.507458,2.54678
4fbb7591-0183-427a-aae4-e421f3e181ea,2026-02-11T11:48:21+00:00,XRPUSDT,35513.373901,1.838404
8faeb31e-66df-401f-af38-0293ef6a0f25,2026-02-11T11:07:58+00:00,XRPUSDT,35358.754743,1.454702
5731b53b-dce1-4420-bba6-a3b195b9a3d3,2026-02-11T11:06:14+00:00,BTCUSDT,32834.261939,1.359912
fc940a3b-84c9-4784-aef9-ad6fa2c9fbf1,2026-02-11T11:00:21+00:00,BTCUSDT,32881.200991,2.462825
2280bf39-857f-4ba6-9cb2-b7f6d6fb674d,2026-02-11T11:30:57+00:00,XRPUSDT,35389.970514,1.492002
3b49873c-1028-4b01-8933-ca6bda0c961f,2026-02-11T11:30:14+00:00,BTCUSDT,32880.042625,0.22981
8bf15f46-6be8-441f-9e95-81d87bb04a96,2026-02-11T11:59:31+00:00,SOLUSDT,58513.985432,1.027724
82321047-cad7-4dfb-89f7-7881c1844898,2026-02-11T11:28:48+00:00,SOLUSDT,58734.741147,0.0
8913c3d0-5479-4929-9d0a-f9b290de93f8,2026-02-11T11:25:44+00:00,BTCUSDT,32914.631962,2.203368
e614f5d7-03fa-42b3-8cd7-5bc628ef3257,2026-02-11T11:33:10+00:00,SOLUSDT,58754.108766,1.303891
a9079756-804a-4335-8e1d-c153864b89e7,2026-02-11T11:20:49+00:00,BTCUSDT,32910.704951,2.415921
0ff72f3e-849f-47a1-b1c6-faa85780e27c,2026-02-11T11:07:08+00:00,BTCUSDT,32846.838791,2.676369
7d4af648-8993-48de-a19e-fb183b35be8a,2026-02-11T11:06:28+00:00,XRPUSDT,35366.676013,1.009767
dc485fe9-d43d-4ee1-add4-a279f31d3d77,2026-02-11T11:45:43+00:00,ETHUSDT,7499.871551,1.841656
da82a293-4871-4f00-bf91-f292a28b1292,2026-02-11T11:57:43+00:00,XRPUSDT,35467.091917,5.039666
f753a3f4-55ff-49ae-b471-f15dc0da146a,2026-02-11T11:39:32+00:00,XRPUSDT,35405.499093,2.484212
eaaa6c4f-e277-4e82-8a1c-ed4e27fe8948,2026-02-11T11:54:54+00:00,XRPUSDT,35508.336081,3.360072
aafe02ad-a811-4b80-bd0e-72af2163d323,2026-02-11T11:43:51+00:00,BTCUSDT,32838.168078,2.708532
10763c0b-32dd-4fde-a907-ca6f9b758059,2026-02-11T11:59:24+00:00,ETHUSDT,7479.582514,3.46652
535ba2e0-7703-4749-86f0-256ade286adb,2026-02-11T11:34:26+00:00,SOLUSDT,58813.744195,2.588207
