event_id,ts,symbol,price,volume
7300d8ae-bc4f-4424-b49f-bd1f5ca905b2,2026-02-11T09:41:06+00:00,BTCUSDT,33850.435079,0.965725
7c00736e-9e13-4131-a85f-676ac3d950c0,2026-02-11T09:36:50+00:00,ETHUSDT,44605.820824,0.530565
bf6e4deb-fe8d-403b-890b-a18212861716,2026-02-11T09:36:07+00:00,XRPUSDT,54442.126037,2.495542
52006296-e508-4832-a63c-14153081d0eb,2026-02-11T09:30:07+00:00,XRPUSDT,54626.496812,1.37277
845f7de9-6507-4368-8c18-632343e8e68a,2026-02-11T09:20:27+00:00,XRPUSDT,54559.840096,2.848415
ccd49c2b-606f-4174-87df-e1942470e9f6,2026-02-11T09:14:52+00:00,ETHUSDT,44493.262092,1.306695
2064e26e-19e7-4c88-ac9e-a998b6c4931b,2026-02-11T09:42:57+00:00,SOLUSDT,60103.85147,1.924149
892a10c4-ddfb-4f0c-ba9f-51b73c59e305,2026-02-11T09:54:14+00:00,BTCUSDT,33863.887702,1.228951
14964508-0c14-424c-ab3c-fb9b3f74cc94,2026-02-11T09:49:37+00:00,XRPUSDT,54497.278063,3.966654
3b520f9a-29e3-4080-8202-03231882fa77,2026-02-11T09:02:56+00:00,SOLUSDT,59848.577322,4.390031
3dabffb6-efc3-43e1-a8cc-0885e955bb86,2026-02-11T09:29:13+00:00,XRPUSDT,54592.808993,1.156359
e3300456-9dda-49b6-a7b0-5b2304cc4030,2026-02-11T09:08:31+00:00,XRPUSDT,54414.97486,4.658027
fd003484-0c9c-4648-9a90-59aaf0ba8f19,2026-02-11T09:25:55+00:00,XRPUSDT,54543.396771,1.720682
1c6655d6-b787-4082-9d48-fc48923d1eb8,2026-02-11T09:15:00+00:00,XRPUSDT,54552.495514,1.093289
9912c4ad-9df0-4f4b-9105-43d013c3cbe8,2026-02-11T09:48:21+00:00,SOLUSDT,60150.713409,1.440365
b1c478c7-8981-42db-917c-b7ea1dc30349,2026-02-11T09:07:58+00:00,BTCUSDT,33853.056424,4.683765
b745a192-7442-4590-b942-34c89a423a62,2026-02-11T09:06:14+00:00,ETHUSDT,44428.039138,3.154901
e0246eab-918a-4d27-b8b1-e811f241f6c8,2026-02-11T09:00:21+00:00,ETHUSDT,44364.23242,3.512727
f6edee27-aa28-41b6-9add-0646c0871f45,2026-02-11T09:30:57+00:00,BTCUSDT,33746.678916,2.241291
d8650e63-6ca6-4da5-bf43-ff985c5ace7c,2026-02-11T09:30:14+00:00,BTCUSDT,33764.567599,1.173229
66edbd5c-68fd-4c6d-b79c-cab7c63f36ab,2026-02-11T09:59:31+00:00,XRPUSDT,54555.893183,1.725179
363b60bb-3ff3-4a76-a5d9-7d5c0f1b8342,2026-02-11T09:28:48+00:00,XRPUSDT,54566.405265,2.044937
922db602-6bd4-4003-ace6-b389760f3732,2026-02-11T09:25:44+00:00,SOLUSDT,59980.017099,0.0
4cafc888-40ff-428f-b7fd-9de7d87a332e,2026-02-11T09:33:10+00:00,SOLUSDT,60143.975304,4.277356
e46a3e78-7190-4aaf-b616-728d4ad3d285,2026-02-11T09:20:49+00:00,ETHUSDT,44518.077533,1.246458
9b4cf812-dfba-4a40-9e8e-a0a9d5ebae13,2026-02-11T09:07:08+00:00,SOLUSDT,59869.286974,2.33534
11f5db9b-1de9-42cb-bf44-d3046f1e8361,2026-02-11T09:06:28+00:00,BTCUSDT,33898.983668,0.078294
da0c6eea-beea-4cab-9f27-5bd77441d143,2026-02-11T09:45:43+00:00,ETHUSDT,44638.163605,2.267117
26160551-82bc-495f-993c-be0d6de2b2ed,2026-02-11T09:57:43+00:00,XRPUSDT,54497.964102,3.545817
88c64ba5-0b7a-41ac-aa9d-50a9b4574a24,2026-02-11T09:39:32+00:00,XRPUSDT,54531.49822,2.586153
43281cc0-2b96-423e-907f-69fb5b02ed1d,2026-02-11T09:54:54+00:00,ETHUSDT,44591.705126,2.230853
126b6b2a-338c-4bda-aa9d-ac55066d6ecd,2026-02-11T09:43:51+00:00,ETHUSDT,44678.696367,1.333294
fe1adf45-52e0-4c64-a4c6-39a0205170bc,2026-02-11T09:59:24+00:00,SOLUSDT,60290.170835,3.051614
f2ef7b6d-f1a3-4fbd-87d8-6278be1cb9a4,2026-02-11T09:34:26+00:00,XRPUSDT,54494.666253,1.921302
d1b6986f-eff4-4780-a8f2-1ce62373d802,2026-02-11T09:49:48+00:00,ETHUSDT,44658.948376,3.108997
c8d91e4f-4c9f-46bd-ba08-5963e28b9f50,2026-02-11T09:12:00+00:00,XRPUSDT,54459.310378,1.504966
cc78c606-d5a3-4573-815e-1df24ed4236c,2026-02-11T09:04:40+00:00,XRPUSDT,54454.877737,1.446354
3efbe4d1-81ff-4824-9a9f-1e5e77c2f951,2026-02-11T09:34:51+00:00,BTCUSDT,33822.011948,0.211515
4c0ae920-3464-49ed-97ba-2539a6597561,2026-02-11T09:15:43+00:00,BTCUSDT,33832.88657,1.419174
475eee21-ae66-443d-ac9e-6ff2ffbf26f9,2026-02-11T09:37:08+00:00,BTCUSDT,33825.394852,1.751522
19ea39a1-1b41-48a6-910e-93ea6c7a7b89,2026-02-11T09:57:25+00:00,SOLUSDT,60146.794895,2.230633
6ecc09c1-c35e-4260-9265-4b78e949c84a,2026-02-11T09:09:21+00:00,BTCUSDT,33910.389982,1.905369
42eda709-2b51-432c-80bd-3ce0283fc5ef,2026-02-11T09:05:24+00:00,ETHUSDT,44440.125419,2.858923
cce0f00a-f393-408c-8236-c1f7250b0f3e,2026-02-11T09:06:03+00:00,XRPUSDT,54434.27568,1.099969
1dcd9782-8eb6-4fef-9427-7c42cfa53543,2026-02-11T09:05:38+00:00,BTCUSDT,33897.707036,1.901091
